,playerId,recYards,combineId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic,draft
1034,20170009,1030,19888,2017,WR,70.75,188,,John,Ross,John Ross,WR,98195.0,2558010,Washington,71.0,190.0,1994-11-27,22.432876712328767,http://www.nfl.com/player/JohnRoss/2558010/profile,Long Beach,CA,USA,Jordan HS,Long Beach,CA,USA,,4.22,37.0,,4.33,133.0,,,16.0,2017
1040,20170037,1906,19788,2017,WR,73.88,201,,Zay,Jones,Zay Jones,WR,27858.0,2557863,East Carolina (NC),74.0,200.0,1995-03-30,22.095890410958905,http://www.nfl.com/player/ZayJones/2557863/profile,Dallas,TX,USA,Stephen F. Austin HS,Austin,TX,USA,,4.45,36.5,15.0,4.01,133.0,6.79,,,2017
1041,20170040,1771,19894,2017,WR,71.0,196,,Curtis,Samuel,Curtis Samuel,WR,43210.0,2558066,Ohio State,71.0,195.0,1996-08-11,20.726027397260275,http://www.nfl.com/player/CurtisSamuel/2558066/profile,Brooklyn,NY,USA,Erasmus Hall HS,Brooklyn,NY,USA,,4.31,37.0,18.0,4.33,119.0,7.09,,22.0,2017
1046,20170062,4863,19908,2017,WR,73.25,215,,JuJu,Smith-Schuster,JuJu Smith-Schuster,WR,90089.0,2558149,USC,73.0,215.0,1996-11-22,20.44383561643836,http://www.nfl.com/player/JuJuSmith-Schuster/2558149/profile,Long Beach,CA,USA,Long Beach Polytechnic HS,Long Beach,CA,USA,,4.54,32.5,15.0,5.01,120.0,,,,2017
1049,20170069,5912,19799,2017,WR,73.75,204,,Cooper,Kupp,Cooper Kupp,WR,99004.0,2557898,Eastern Washington,74.0,205.0,1993-06-15,23.88493150684932,http://www.nfl.com/player/CooperKupp/2557898/profile,Yakima,WA,USA,Davis HS,Yakima,WA,USA,,4.62,31.0,,4.08,116.0,6.75,,37.0,2017
1050,20170072,1023,19920,2017,WR,71.0,203,,Taywan,Taylor,Taywan Taylor,WR,42101.0,2557870,Western Kentucky,71.0,203.0,1995-03-02,22.172602739726027,http://www.nfl.com/player/TaywanTaylor/2557870/profile,Louisville,KY,USA,Pleasure Ridge Park HS,Louisville,KY,USA,,4.5,33.5,13.0,4.21,132.0,6.57,,,2017
1051,20170079,411,19914,2017,WR,71.25,204,,ArDarius,Stewart,ArDarius Stewart,WR,35487.0,2558150,Alabama,71.0,205.0,1993-12-08,23.4027397260274,http://www.nfl.com/player/ArDariusStewart/2558150/profile,Fultondale,AL,USA,Fultondale HS,,AL,USA,,4.49,34.0,,4.21,124.0,,,20.0,2017
1052,20170082,7,19753,2017,WR,70.75,199,,Carlos,Henderson,Carlos Henderson,WR,71272.0,2558003,Louisiana Tech,71.0,198.0,1994-12-19,22.372602739726027,http://www.nfl.com/player/CarlosHenderson/2558003/profile,New Orleans,LA,USA,McDonogh 35 HS,New Orleans,LA,USA,,4.46,36.0,13.0,4.35,131.0,7.18,,,2017
1055,20170096,4368,19741,2017,WR,75.75,218,,Kenny,Golladay,Kenny Golladay,WR,60115.0,2558052,Northern Illinois,76.0,213.0,1993-11-03,23.4986301369863,http://www.nfl.com/player/KennyGolladay/2558052/profile,Chicago,IL,USA,St. Rita,Chicago,IL,USA,,4.5,35.5,18.0,4.15,120.0,7.0,,,2017
1059,20170106,274,19694,2017,WR,73.75,214,,Amara,Darboh,Amara Darboh,WR,48109.0,2557905,Michigan,74.0,219.0,1994-02-01,23.252054794520543,http://www.nfl.com/player/AmaraDarboh/2557905/profile,Freetown,,Sierra Leone,Dowling HS,West Des Moines,IA,USA,,4.45,36.0,17.0,4.26,124.0,,,,2017
1061,20170117,1235,19878,2017,WR,74.75,194,,Josh,Reynolds,Josh Reynolds,WR,77843.0,2558194,Texas A&M,75.0,192.0,1995-02-16,22.21095890410959,http://www.nfl.com/player/JoshReynolds/2558194/profile,Shreveport,LA,USA,John Jay HS,San Antonio,TX,USA,,4.52,37.0,,4.13,124.0,6.83,,,2017
1062,20170118,1345,19763,2017,WR,75.75,221,,Mack,Hollins,Mack Hollins,WR,27599.0,2558262,North Carolina,76.0,221.0,1993-09-16,23.63013698630137,http://www.nfl.com/player/MackHollins/2558262/profile,Baltimore,MD,USA,Wooton HS,Rockville,MD,USA,,4.53,,,,,,,,2017
1065,20170128,467,19824,2017,WR,74.63,208,,Josh,Malone,Josh Malone,WR,37998.0,2558127,Tennessee,75.0,208.0,1996-03-21,21.117808219178084,http://www.nfl.com/player/JoshMalone/2558127/profile,Chattanooga,TN,USA,Station Camp HS,Gallatin,TN,USA,,4.4,30.5,10.0,4.19,121.0,7.05,,,2017
1067,20170133,248,19917,2017,WR,68.5,181,,Ryan,Switzer,Ryan Switzer,WR,27599.0,2557960,North Carolina,68.0,185.0,1994-11-04,22.495890410958904,http://www.nfl.com/player/RyanSwitzer/2557960/profile,Charleston,WV,USA,George Washington HS,Charleston,WV,USA,,4.51,32.0,11.0,4.0,116.0,6.77,,,2017
1068,20170139,154,19679,2017,WR,74.75,204,,Jehu,Chesson,Jehu Chesson,WR,48109.0,2557866,Michigan,74.0,204.0,1993-12-29,23.34520547945205,http://www.nfl.com/player/JehuChesson/2557866/profile,Monrovia,,Liberia,Ladue Horton Watkins HS,St. Louis,MO,USA,,4.47,35.5,10.0,4.09,132.0,6.7,,,2017
1070,20170141,665,19747,2017,WR,73.75,202,,Chad,Hansen,Chad Hansen,WR,94720.0,2558069,California,74.0,202.0,1995-01-18,22.29041095890411,http://www.nfl.com/player/ChadHansen/2558069/profile,Fillmore,CA,USA,Moorpark HS,,CA,USA,,4.53,35.0,11.0,4.13,119.0,6.74,,,2017
1078,20170166,100,19738,2017,WR,71.13,191,,Shelton,Gibson,Shelton Gibson,WR,26506.0,2558258,West Virginia,71.0,191.0,1995-03-20,22.12328767123288,http://www.nfl.com/player/SheltonGibson/2558258/profile,Cleveland Heights,OH,USA,Cleveland Heights HS,,OH,USA,,4.5,32.0,8.0,4.2,118.0,6.83,,,2017
1079,20170170,73,19633,2017,WR,73.25,189,,Rodney,Adams,Rodney Adams,WR,33620.0,2558047,South Florida,73.0,189.0,1994-09-15,22.63287671232877,http://www.nfl.com/player/RodneyAdams/2558047/profile,St. Petersburg,FL,USA,St. Petersburg HS,Lakewood,FL,USA,,4.44,29.5,8.0,4.28,125.0,6.98,,,2017
1081,20170177,1871,19921,2017,WR,67.63,181,,Trent,Taylor,Trent Taylor,WR,71272.0,2558202,Louisiana Tech,68.0,178.0,1994-04-30,23.01095890410959,http://www.nfl.com/player/TrentTaylor/2558202/profile,Cookeville,TN,USA,Evangel Christian Academy,Shreveport,LA,USA,,4.63,33.0,13.0,4.01,117.0,6.74,,,2017
1088,20170209,427,19701,2017,WR,74.75,219,,Robert,Davis,Robert Davis,WR,30303.0,2558254,Georgia State,75.0,217.0,1995-04-02,22.087671232876712,http://www.nfl.com/player/RobertDavis/2558254/profile,Warner Robins,GA,USA,Northside HS,Warner Robins,GA,USA,,4.44,41.0,19.0,4.28,136.0,6.82,,,2017
1089,20170219,165,19685,2017,WR,72.13,195,,Stacy,Coley,Stacy Coley,WR,33124.0,2557896,Miami (FL),72.0,195.0,1994-05-13,22.975342465753425,http://www.nfl.com/player/StacyColey/2557896/profile,Lauderhill,FL,USA,Northeast HS,Oakland Park,FL,USA,,4.45,34.0,10.0,4.39,122.0,,,,2017
1090,20170237,692,19726,2017,WR,73.25,194,,Isaiah,Ford,Isaiah Ford,WR,24061.0,2558071,Virginia Tech,74.0,195.0,1996-02-09,21.23013698630137,http://www.nfl.com/player/IsaiahFord/2558071/profile,Jacksonville,FL,USA,Trinity Christian Academy,Jacksonville,FL,USA,,4.61,35.5,14.0,4.34,127.0,6.94,,,2017
1091,20170239,192,19666,2017,WR,74.0,222,,Noah,Brown,Noah Brown,WR,43210.0,2558091,Ohio State,74.0,225.0,1997-07-19,19.78904109589041,http://www.nfl.com/player/NoahBrown/2558091/profile,Chester,NJ,USA,Pope John XXII HS,Sparta,NJ,USA,,,,19.0,4.33,,7.07,,,2017
1093,20170247,119,19710,2017,WR,74.13,196,,Malachi,Dupre,Malachi Dupre,WR,70803.0,2558095,Louisiana State,74.0,196.0,1995-10-12,21.55890410958904,http://www.nfl.com/player/MalachiDupre/2558095/profile,New Orleans,LA,USA,John Curtis HS,New Orleans,LA,USA,,4.52,39.5,11.0,4.26,135.0,7.19,,,2017
1099,20180024,2394,20143,2018,WR,72.0,210,,D.J.,Moore,D.J. Moore,WR,20740.0,2560813,Maryland,71.0,215.0,1997-04-14,21.054794520547944,http://www.nfl.com/player/D.J.Moore/2560813/profile,Philadelphia,PA,USA,Imhotep Charter HS,Philadelphia,PA,USA,,4.42,39.5,15.0,4.07,132.0,6.95,,,2018
1107,20180044,290,20160,2018,WR,72.0,186,,Dante,Pettis,Dante Pettis,WR,98195.0,2560836,Washington,73.0,195.0,1995-10-23,22.53150684931507,http://www.nfl.com/player/DantePettis/2560836/profile,San Clemente,CA,USA,Jserra Catholic HS,San Juan Capistrano,CA,USA,,,,,,,,,,2018
1108,20180047,1470,20115,2018,WR,70.0,201,,Christian,Kirk,Christian Kirk,WR,77843.0,2560781,Texas A&M,71.0,200.0,1996-11-18,21.457534246575342,http://www.nfl.com/player/ChristianKirk/2560781/profile,Scottsdale,AZ,USA,Saguaro HS,Scottsdale,AZ,USA,,4.47,35.5,20.0,4.45,115.0,7.09,,,2018
1110,20180051,1332,20141,2018,WR,71.0,201,,Anthony,Miller,Anthony Miller,WR,38152.0,2560810,Memphis,71.0,190.0,1994-10-09,23.56986301369863,http://www.nfl.com/player/AnthonyMiller/2560810/profile,Memphis,TN,USA,Christian Brothers HS,Memphis,TN,USA,,,,22.0,,,,,,2018
1112,20180061,2214,19999,2018,WR,75.0,199,,D.J.,Chark,D.J. Chark,WR,70803.0,2561018,Louisiana State,76.0,198.0,1996-09-23,21.610958904109587,http://www.nfl.com/player/D.J.Chark/2561018/profile,Alexandria,LA,USA,Alexandria HS,,LA,USA,,4.34,40.0,16.0,,129.0,,,,2018
1114,20180081,2290,20053,2018,WR,73.0,205,,Michael,Gallup,Michael Gallup,WR,80523.0,2560735,Colorado State,73.0,200.0,1996-04-04,22.08219178082192,http://www.nfl.com/player/MichaelGallup/2560735/profile,Atlanta,GA,USA,Monroe HS,Monroe,GA,USA,,4.51,36.0,10.0,4.37,122.0,6.95,,,2018
1118,20180103,552,20010,2018,WR,70.0,181,,Keke,Coutee,Keke Coutee,WR,79415.0,2561029,Texas Tech,71.0,180.0,1997-01-14,21.301369863013697,http://www.nfl.com/player/KekeCoutee/2561029/profile,Lefkin,TX,USA,Lufkin HS,Lufkin,TX,USA,,4.43,34.5,14.0,4.15,113.0,6.93,,,2018
1120,20180105,262,19989,2018,WR,71.0,200,,Antonio,Callaway,Antonio Callaway,WR,32611.0,2560988,Florida,71.0,197.0,1997-01-09,21.315068493150687,http://www.nfl.com/player/AntonioCallaway/2560988/profile,Miami,FL,USA,Booker T. Washington HS,Miami,FL,USA,,4.41,34.0,,,121.0,,,,2018
1123,20180113,680,20063,2018,WR,73.0,203,,DaeSean,Hamilton,DaeSean Hamilton,WR,16802.0,2561002,Penn State,73.0,203.0,1995-03-10,23.153424657534245,http://www.nfl.com/player/DaeSeanHamilton/2561002/profile,Okinawa,,Japan,Mountain View HS,Stafford,VA,USA,,,34.5,,4.15,118.0,6.84,,,2018
1127,20180133,38,20144,2018,WR,75.0,207,,J’Mon,Moore,J’Mon Moore,WR,65211.0,2560814,Missouri,75.0,205.0,1995-05-23,22.95068493150685,http://www.nfl.com/player/J’MonMoore/2560814/profile,Missouri City,TX,USA,Lawrence E. Elkins HS,Missouri City,TX,USA,,4.6,38.0,21.0,4.04,120.0,6.56,,,2018
1133,20180162,30,20119,2018,WR,73.0,203,,Jordan,Lasley,Jordan Lasley,WR,90095.0,2560785,UCLA,73.0,210.0,1996-11-13,21.471232876712328,http://www.nfl.com/player/JordanLasley/2560785/profile,Compton,CA,USA,Serra HS,Gardena,CA,USA,,4.5,34.5,8.0,4.19,112.0,,,,2018
1138,20180185,460,19988,2018,WR,74.0,202,,Deon,Cain,Deon Cain,WR,29631.0,2560987,Clemson,73.0,210.0,1996-08-09,21.734246575342464,http://www.nfl.com/player/DeonCain/2560987/profile,Tampa,FL,USA,Tampa Bay Technical HS,Tampa,FL,USA,,4.43,33.5,11.0,4.37,115.0,6.71,,,2018
1139,20180187,194,20134,2018,WR,69.0,190,,Ray-Ray,McCloud,Ray-Ray McCloud,WR,29631.0,2560801,Clemson,70.0,180.0,1996-10-15,21.55068493150685,http://www.nfl.com/player/Ray-RayMcCloud/2560801/profile,Tampa,FL,USA,Sickles HS,Tampa,FL,USA,,4.53,34.5,13.0,,113.0,,,,2018
1140,20180210,320,19976,2018,WR,69.0,184,,Braxton,Berrios,Braxton Berrios,WR,33124.0,2560975,Miami (FL),69.0,183.0,1995-10-06,22.578082191780823,http://www.nfl.com/player/BraxtonBerrios/2560975/profile,Raleigh,NC,USA,Leesville Road HS,Raleigh,NC,USA,,,,11.0,,,,,,2018
1143,20180228,494,19962,2018,WR,76.0,216,,Marcell,Ateman,Marcell Ateman,WR,74078.0,2560961,Oklahoma State,76.0,220.0,1994-09-16,23.63287671232877,http://www.nfl.com/player/MarcellAteman/2560961/profile,Dallas,TX,USA,Wylie East HS,Wylie,TX,USA,,4.62,34.0,13.0,4.25,121.0,7.07,,,2018
1146,20180240,616,20098,2018,WR,70.0,183,,Richie,James,Richie James,WR,37130.0,2560761,Middle Tennessee State,69.0,176.0,1995-09-05,22.663013698630134,http://www.nfl.com/player/RichieJames/2560761/profile,Sarasota,FL,USA,Riverview HS,Sarasota,FL,USA,,4.48,35.5,6.0,4.16,122.0,6.87,,,2018
1149,20180256,406,20170,2018,WR,71.0,203,,Trey,Quinn,Trey Quinn,WR,75205.0,2560847,Southern Methodist,72.0,202.0,1995-12-07,22.40821917808219,http://www.nfl.com/player/TreyQuinn/2560847/profile,Lake Charles,LA,USA,Barbe HS,Lake Charles,LA,USA,,4.55,33.5,17.0,4.19,116.0,6.91,,,2018
1154,20190025,1454,20271,2019,WR,69.0,166,,Marquise,Brown,Marquise Brown,WR,73019.0,2562379,Oklahoma,70.0,160.0,1997-06-04,21.912328767123288,http://www.nfl.com/player/MarquiseBrown/2562379/profile,,,,Chaminade-Madonna College Prep,Hollywood,FL,USA,,,,,,,,,,2019
1155,20190032,396,20359,2019,WR,74.0,228,,N'Keal,Harry,N'Keal Harry,WR,85287.0,2562659,Arizona State,76.0,225.0,1997-12-17,21.375342465753423,http://www.nfl.com/player/N'KealHarry/2562659/profile,,,,Chandler HS,Chandler,AZ,USA,,4.53,38.5,27.0,,122.0,,,,2019
1157,20190051,2364,20267,2019,WR,72.0,226,,A.J.,Brown,A.J. Brown,WR,38677.0,2562238,Mississippi,73.0,230.0,1997-06-30,21.84109589041096,http://www.nfl.com/player/A.J.Brown/2562238/profile,,,,Starkville HS,Starkville,MS,USA,,4.49,36.5,19.0,,120.0,,,,2019
1160,20190056,1488,20355,2019,WR,70.0,187,,Mecole,Hardman,Mecole Hardman,WR,30602.0,2562580,Georgia,71.0,183.0,1998-03-12,21.14246575342466,http://www.nfl.com/player/MecoleHardman/2562580/profile,,,,Elbert County HS,Elberton,GA,USA,,4.33,36.5,17.0,,119.0,,,,2019
1161,20190057,662,20240,2019,WR,74.0,225,,J.J.,Arcega-Whiteside,J.J. Arcega-Whiteside,WR,94305.0,2562466,Stanford,74.0,225.0,1996-12-31,22.336986301369866,http://www.nfl.com/player/J.J.Arcega-Whiteside/2562466/profile,Zaragoza,,Spain,Paul M. Dorman HS,Roebuck,SC,USA,,,,,,,,,,2019
1162,20190059,338,20283,2019,WR,72.0,205,,Parris,Campbell,Parris Campbell,WR,43210.0,2562495,Ohio State,73.0,205.0,1997-07-16,21.797260273972604,http://www.nfl.com/player/ParrisCampbell/2562495/profile,Akron,OH,USA,St. Vincent-St. Mary HS,Akron,OH,USA,,4.31,40.0,11.0,4.03,135.0,,,,2019
1163,20190062,524,20379,2019,WR,69.0,188,,Andy,Isabella,Andy Isabella,WR,1003.0,2562669,Massachusetts,69.0,188.0,1997-11-18,21.454794520547942,http://www.nfl.com/player/AndyIsabella/2562669/profile,Mayfield,OH,USA,Mayfield HS,Mayfield,OH,USA,,4.31,36.5,15.0,4.15,121.0,6.95,,,2019
1164,20190066,1606,20391,2019,WR,70.0,183,,Diontae,Johnson,Diontae Johnson,WR,43606.0,2562674,Toledo,70.0,183.0,1996-07-05,22.827397260273973,http://www.nfl.com/player/DiontaeJohnson/2562674/profile,Ruskin,FL,USA,Earl J. Lennard HS,Ruskin,FL,USA,,4.53,33.5,15.0,4.45,123.0,7.09,,,2019
1165,20190067,62,20377,2019,WR,77.0,226,,Jalen,Hurd,Jalen Hurd,WR,76706.0,2562287,Baylor,76.0,228.0,1996-01-23,23.27671232876712,http://www.nfl.com/player/JalenHurd/2562287/profile,,,,Beech Senior HS,Hendersonville,TN,USA,,,,23.0,,,,,,2019
1174,20190093,648,20262,2019,WR,76.0,220,,Miles,Boykin,Miles Boykin,WR,46556.0,2562631,Notre Dame,76.0,228.0,1996-10-12,22.556164383561644,http://www.nfl.com/player/MilesBoykin/2562631/profile,,,,Providence Catholic HS,New Lenox,IL,USA,,4.42,43.5,12.0,4.07,140.0,6.77,,,2019
1177,20190103,12,20280,2019,WR,77.0,227,,Hakeem,Butler,Hakeem Butler,WR,50011.0,2562491,Iowa State,78.0,225.0,1996-05-16,22.964383561643835,http://www.nfl.com/player/HakeemButler/2562491/profile,Baltimore,MD,USA,Travis HS,Fort Bend,TX,USA,,4.48,36.0,18.0,,128.0,,,,2019
1180,20190120,24,20388,2019,WR,73.0,214,,Gary,Jennings,Gary Jennings,WR,26506.0,2562292,West Virginia,73.0,214.0,1997-03-07,22.156164383561645,http://www.nfl.com/player/GaryJennings/2562292/profile,Stafford,VA,USA,Colonial Forge HS,Stafford,VA,USA,,4.42,37.0,20.0,4.15,127.0,7.32,,,2019
1189,20190174,746,20396,2019,WR,73.0,201,,KeeSean,Johnson,KeeSean Johnson,WR,93740.0,2562677,Frenso State (CA),74.0,200.0,1996-10-09,22.56438356164384,http://www.nfl.com/player/KeeSeanJohnson/2562677/profile,Mountain View,CA,USA,Palo Alto HS,Palo Alto,CA,USA,,4.6,30.0,14.0,4.23,117.0,7.28,,,2019
1192,20190184,294,20330,2019,WR,74.0,215,,Travis,Fulgham,Travis Fulgham,WR,23529.0,2562653,Old Dominion,74.0,214.0,1995-09-13,23.638356164383563,http://www.nfl.com/player/TravisFulgham/2562653/profile,Alexandria,VA,USA,Broad Run HS,Ashburn,VA,USA,,4.58,36.5,15.0,,126.0,,,,2019
1195,20190206,906,20356,2019,WR,74.0,221,,Kelvin,Harmon,Kelvin Harmon,WR,27607.0,2562577,NC State,74.0,215.0,1997-12-15,21.38082191780822,http://www.nfl.com/player/KelvinHarmon/2562577/profile,,,Liberia,Palmyra HS,Palmyra,NJ,USA,,4.6,32.5,18.0,4.32,117.0,7.15,,,2019
1202,20190237,60,20342,2019,WR,71.0,184,,Terry,Godwin,Terry Godwin,WR,30602.0,2562594,Georgia,71.0,168.0,1996-10-23,22.526027397260275,http://www.nfl.com/player/TerryGodwin/2562594/profile,,,,Callaway HS,Hogansville,GA,USA,,4.55,36.5,,,117.0,6.96,,,2019
